******************* Приложение запущено 2024.07.18 20:54:08,215 [v1.47.0.1064] **************************
2024.07.18 20:56:30,515 [175571738][1.47.0.1064] DEBUG - Параметры метода: 
2024.07.18 20:56:30,516 [175571738][1.47.0.1064] DEBUG - 	sender: InputField (label: ШК товара:, text: 4670008494406)
2024.07.18 20:56:30,516 [175571738][1.47.0.1064] DEBUG - 	args: InputtedEventArgs (Text: 4670008494406, Source: Keyboard, BarcodeEventArgs: )
2024.07.18 20:56:30,522 [175571738][1.47.0.1064] DEBUG - >>> Вызван метод SortingScsForm.OnItemBarcodeEnter...
2024.07.18 20:56:30,522 [175571738][1.47.0.1064] DEBUG - Параметры метода: 
2024.07.18 20:56:30,522 [175571738][1.47.0.1064] DEBUG - 	itemBarcode: 4670008494406
2024.07.18 20:56:30,529 [175571738][1.47.0.1064] DEBUG - >>> Вызван метод SortingScsService.OnItemBarcodeEnter...
2024.07.18 20:56:30,529 [175571738][1.47.0.1064] DEBUG - Параметры метода: 
2024.07.18 20:56:30,529 [175571738][1.47.0.1064] DEBUG - 	employeeId: 0000072400
2024.07.18 20:56:30,529 [175571738][1.47.0.1064] DEBUG - 	taskId: DAT-000077631
2024.07.18 20:56:30,529 [175571738][1.47.0.1064] DEBUG - 	taskType: 46
2024.07.18 20:56:30,530 [175571738][1.47.0.1064] DEBUG - 	itemBarcode: 4670008494406
2024.07.18 20:56:30,530 [175571738][1.47.0.1064] DEBUG - 	itemQty: 0
2024.07.18 20:56:30,530 [175571738][1.47.0.1064] DEBUG - 	givenQty: 0
2024.07.18 20:56:30,530 [175571738][1.47.0.1064] DEBUG - 	itemName: не задано
2024.07.18 20:56:30,530 [175571738][1.47.0.1064] DEBUG - 	itemId: не задано
2024.07.18 20:56:30,531 [175571738][1.47.0.1064] DEBUG - 	expiryDate: не задано
2024.07.18 20:56:30,531 [175571738][1.47.0.1064] DEBUG - 	wmsLocationId: не задано
2024.07.18 20:56:30,531 [175571738][1.47.0.1064] DEBUG - 	orderId: не задано
2024.07.18 20:56:30,531 [175571738][1.47.0.1064] DEBUG - 	subOrderId: не задано
2024.07.18 20:56:30,532 [175571738][1.47.0.1064] DEBUG - 	eShopAssemblyPriority: False
2024.07.18 20:56:30,532 [175571738][1.47.0.1064] DEBUG - 	boxNumber: не задано
2024.07.18 20:56:30,532 [175571738][1.47.0.1064] DEBUG - 	hostOrderId: не задано
2024.07.18 20:56:30,532 [175571738][1.47.0.1064] DEBUG - 	sortingStation: не задано
2024.07.18 20:56:30,532 [175571738][1.47.0.1064] DEBUG - 	itemGivenQtySum: 0
2024.07.18 20:56:30,533 [175571738][1.47.0.1064] DEBUG - 	itemQtySum: 0
2024.07.18 20:56:30,533 [175571738][1.47.0.1064] DEBUG - 	message: не задано
2024.07.18 20:56:30,761 [175571738][1.47.0.1064] DEBUG - <<< Метод SortingScsService.OnItemBarcodeEnter успешно завершен. Возвращаемое значение: 0
2024.07.18 20:56:30,767 [175571738][1.47.0.1064] DEBUG - >>> Вызван метод SortingScsService.GetLinesQty...
2024.07.18 20:56:30,767 [175571738][1.47.0.1064] DEBUG - Параметры метода: 
2024.07.18 20:56:30,767 [175571738][1.47.0.1064] DEBUG - 	taskId: DAT-000077631
2024.07.18 20:56:30,767 [175571738][1.47.0.1064] DEBUG - 	qty: 0
2024.07.18 20:56:30,872 [175571738][1.47.0.1064] DEBUG - <<< Метод SortingScsService.GetLinesQty успешно завершен. Возвращаемое значение: 0
2024.07.18 20:56:30,878 [175571738][1.47.0.1064] DEBUG - <<< Метод SortingScsForm.OnItemBarcodeEnter успешно завершен. Возвращаемое значение: отсутствует
2024.07.18 20:56:30,882 [175571738][1.47.0.1064] DEBUG - <<< Метод SortingScsForm.OnNomenclatureInputted успешно завершен. Возвращаемое значение: отсутствует
2024.07.18 20:56:30,934 [175571738][1.47.0.1064] DEBUG - reader_ReadNotify
2024.07.18 20:56:30,939 [175571738][1.47.0.1064] DEBUG - reader_ReadNotify: Barcode='', Type='Unknown'
2024.07.18 20:56:30,944 [175571738][1.47.0.1064] DEBUG - reader_ReadNotify - выход
2024.07.18 20:56:36,362 [175571738][1.47.0.1064] DEBUG - >>> Вызван метод SortingScsForm.OnFormKeyDown...
2024.07.18 20:56:36,362 [175571738][1.47.0.1064] DEBUG - Параметры метода: 
2024.07.18 20:56:36,363 [175571738][1.47.0.1064] DEBUG - 	sender: ScanCity.ConveyerTerminal.DeviceClient.UI.Sorting.SortingScsForm
2024.07.18 20:56:36,363 [175571738][1.47.0.1064] DEBUG - 	e: System.Windows.Forms.KeyEventArgs
2024.07.18 20:56:36,368 [175571738][1.47.0.1064] DEBUG - <<< Метод SortingScsForm.OnFormKeyDown успешно завершен. Возвращаемое значение: отсутствует
2024.07.18 20:56:36,940 [175571738][1.47.0.1064] DEBUG - >>> Вызван метод SortingScsForm.OnFormKeyDown...
2024.07.18 20:56:36,941 [175571738][1.47.0.1064] DEBUG - Параметры метода: 
2024.07.18 20:56:36,941 [175571738][1.47.0.1064] DEBUG - 	sender: ScanCity.ConveyerTerminal.DeviceClient.UI.Sorting.SortingScsForm
2024.07.18 20:56:36,941 [175571738][1.47.0.1064] DEBUG - 	e: System.Windows.Forms.KeyEventArgs
2024.07.18 20:56:36,946 [175571738][1.47.0.1064] DEBUG - <<< Метод SortingScsForm.OnFormKeyDown успешно завершен. Возвращаемое значение: отсутствует
2024.07.18 20:56:38,160 [175571738][1.47.0.1064] DEBUG - >>> Вызван метод SortingScsForm.OnFormKeyDown...
2024.07.18 20:56:38,160 [175571738][1.47.0.1064] DEBUG - Параметры метода: 
2024.07.18 20:56:38,161 [175571738][1.47.0.1064] DEBUG - 	sender: ScanCity.ConveyerTerminal.DeviceClient.UI.Sorting.SortingScsForm
2024.07.18 20:56:38,161 [175571738][1.47.0.1064] DEBUG - 	e: System.Windows.Forms.KeyEventArgs
2024.07.18 20:56:38,165 [175571738][1.47.0.1064] DEBUG - <<< Метод SortingScsForm.OnFormKeyDown успешно завершен. Возвращаемое значение: отсутствует
2024.07.18 20:56:38,219 [175571738][1.47.0.1064] DEBUG - >>> Вызван метод SortingScsForm.OnQtyInputted...
2024.07.18 20:56:38,219 [175571738][1.47.0.1064] DEBUG - Параметры метода: 
2024.07.18 20:56:38,219 [175571738][1.47.0.1064] DEBUG - 	sender: InputField (label: Количество:, text: 2)
2024.07.18 20:56:38,219 [175571738][1.47.0.1064] DEBUG - 	args: InputtedEventArgs (Text: 2, Source: Keyboard, BarcodeEventArgs: )
2024.07.18 20:56:38,225 [175571738][1.47.0.1064] DEBUG - >>> Вызван метод SortingScsService.OnQtyEnter...
2024.07.18 20:56:38,225 [175571738][1.47.0.1064] DEBUG - Параметры метода: 
2024.07.18 20:56:38,225 [175571738][1.47.0.1064] DEBUG - 	employeeId: 0000072400
2024.07.18 20:56:38,226 [175571738][1.47.0.1064] DEBUG - 	taskId: DAT-000077631
2024.07.18 20:56:38,226 [175571738][1.47.0.1064] DEBUG - 	qty: 2
2024.07.18 20:56:38,226 [175571738][1.47.0.1064] DEBUG - 	message: не задано
2024.07.18 20:56:38,316 [175571738][1.47.0.1064] DEBUG - <<< Метод SortingScsService.OnQtyEnter успешно завершен. Возвращаемое значение: 0
2024.07.18 20:56:38,322 [175571738][1.47.0.1064] DEBUG - <<< Метод SortingScsForm.OnQtyInputted успешно завершен. Возвращаемое значение: отсутствует
2024.07.18 20:56:39,532 [175571738][1.47.0.1064] DEBUG - >>> Вызван метод SortingScsForm.OnFormKeyDown...
2024.07.18 20:56:39,532 [175571738][1.47.0.1064] DEBUG - Параметры метода: 
2024.07.18 20:56:39,532 [175571738][1.47.0.1064] DEBUG - 	sender: ScanCity.ConveyerTerminal.DeviceClient.UI.Sorting.SortingScsForm
2024.07.18 20:56:39,533 [175571738][1.47.0.1064] DEBUG - 	e: System.Windows.Forms.KeyEventArgs
2024.07.18 20:56:39,537 [175571738][1.47.0.1064] DEBUG - <<< Метод SortingScsForm.OnFormKeyDown успешно завершен. Возвращаемое значение: отсутствует
2024.07.18 20:56:39,901 [175571738][1.47.0.1064] DEBUG - >>> Вызван метод SortingScsForm.OnFormKeyDown...
2024.07.18 20:56:39,901 [175571738][1.47.0.1064] DEBUG - Параметры метода: 
2024.07.18 20:56:39,902 [175571738][1.47.0.1064] DEBUG - 	sender: ScanCity.ConveyerTerminal.DeviceClient.UI.Sorting.SortingScsForm
2024.07.18 20:56:39,902 [175571738][1.47.0.1064] DEBUG - 	e: System.Windows.Forms.KeyEventArgs
2024.07.18 20:56:39,907 [175571738][1.47.0.1064] DEBUG - <<< Метод SortingScsForm.OnFormKeyDown успешно завершен. Возвращаемое значение: отсутствует
2024.07.18 20:56:40,096 [175571738][1.47.0.1064] DEBUG - >>> Вызван метод SortingScsForm.OnFormKeyDown...
2024.07.18 20:56:40,096 [175571738][1.47.0.1064] DEBUG - Параметры метода: 
2024.07.18 20:56:40,096 [175571738][1.47.0.1064] DEBUG - 	sender: ScanCity.ConveyerTerminal.DeviceClient.UI.Sorting.SortingScsForm
2024.07.18 20:56:40,096 [175571738][1.47.0.1064] DEBUG - 	e: System.Windows.Forms.KeyEventArgs
2024.07.18 20:56:40,102 [175571738][1.47.0.1064] DEBUG - <<< Метод SortingScsForm.OnFormKeyDown успешно завершен. Возвращаемое значение: отсутствует
2024.07.18 20:56:41,168 [175571738][1.47.0.1064] DEBUG - >>> Вызван метод SortingScsForm.OnFormKeyDown...
2024.07.18 20:56:41,168 [175571738][1.47.0.1064] DEBUG - Параметры метода: 
2024.07.18 20:56:41,168 [175571738][1.47.0.1064] DEBUG - 	sender: ScanCity.ConveyerTerminal.DeviceClient.UI.Sorting.SortingScsForm
2024.07.18 20:56:41,168 [175571738][1.47.0.1064] DEBUG - 	e: System.Windows.Forms.KeyEventArgs
2024.07.18 20:56:41,180 [175571738][1.47.0.1064] DEBUG - <<< Метод SortingScsForm.OnFormKeyDown успешно завершен. Возвращаемое значение: отсутствует
2024.07.18 20:56:41,231 [175571738][1.47.0.1064] DEBUG - >>> Вызван метод SortingScsForm.OnFormKeyDown...
2024.07.18 20:56:41,231 [175571738][1.47.0.1064] DEBUG - Параметры метода: 
2024.07.18 20:56:41,231 [175571738][1.47.0.1064] DEBUG - 	sender: ScanCity.ConveyerTerminal.DeviceClient.UI.Sorting.SortingScsForm
2024.07.18 20:56:41,231 [175571738][1.47.0.1064] DEBUG - 	e: System.Windows.Forms.KeyEventArgs
2024.07.18 20:56:41,236 [175571738][1.47.0.1064] DEBUG - <<< Метод SortingScsForm.OnFormKeyDown успешно завершен. Возвращаемое значение: отсутствует
2024.07.18 20:56:41,453 [175571738][1.47.0.1064] DEBUG - >>> Вызван метод SortingScsForm.OnFormKeyDown...
2024.07.18 20:56:41,453 [175571738][1.47.0.1064] DEBUG - Параметры метода: 
2024.07.18 20:56:41,454 [175571738][1.47.0.1064] DEBUG - 	sender: ScanCity.ConveyerTerminal.DeviceClient.UI.Sorting.SortingScsForm
2024.07.18 20:56:41,454 [175571738][1.47.0.1064] DEBUG - 	e: System.Windows.Forms.KeyEventArgs
2024.07.18 20:56:41,459 [175571738][1.47.0.1064] DEBUG - <<< Метод SortingScsForm.OnFormKeyDown успешно завершен. Возвращаемое значение: отсутствует
2024.07.18 20:56:42,348 [175571738][1.47.0.1064] DEBUG - >>> Вызван метод SortingScsForm.OnFormKeyDown...
2024.07.18 20:56:42,348 [175571738][1.47.0.1064] DEBUG - Параметры метода: 
2024.07.18 20:56:42,349 [175571738][1.47.0.1064] DEBUG - 	sender: ScanCity.ConveyerTerminal.DeviceClient.UI.Sorting.SortingScsForm
2024.07.18 20:56:42,349 [175571738][1.47.0.1064] DEBUG - 	e: System.Windows.Forms.KeyEventArgs
2024.07.18 20:56:42,354 [175571738][1.47.0.1064] DEBUG - <<< Метод SortingScsForm.OnFormKeyDown успешно завершен. Возвращаемое значение: отсутствует
2024.07.18 20:56:42,566 [175571738][1.47.0.1064] DEBUG - >>> Вызван метод SortingScsForm.OnFormKeyDown...
2024.07.18 20:56:42,567 [175571738][1.47.0.1064] DEBUG - Параметры метода: 
2024.07.18 20:56:42,567 [175571738][1.47.0.1064] DEBUG - 	sender: ScanCity.ConveyerTerminal.DeviceClient.UI.Sorting.SortingScsForm
2024.07.18 20:56:42,567 [175571738][1.47.0.1064] DEBUG - 	e: System.Windows.Forms.KeyEventArgs
2024.07.18 20:56:42,572 [175571738][1.47.0.1064] DEBUG - <<< Метод SortingScsForm.OnFormKeyDown успешно завершен. Возвращаемое значение: отсутствует
2024.07.18 20:56:44,310 [175571738][1.47.0.1064] DEBUG - >>> Вызван метод SortingScsForm.OnFormKeyDown...
2024.07.18 20:56:44,310 [175571738][1.47.0.1064] DEBUG - Параметры метода: 
2024.07.18 20:56:44,310 [175571738][1.47.0.1064] DEBUG - 	sender: ScanCity.ConveyerTerminal.DeviceClient.UI.Sorting.SortingScsForm
2024.07.18 20:56:44,311 [175571738][1.47.0.1064] DEBUG - 	e: System.Windows.Forms.KeyEventArgs
2024.07.18 20:56:44,315 [175571738][1.47.0.1064] DEBUG - <<< Метод SortingScsForm.OnFormKeyDown успешно завершен. Возвращаемое значение: отсутствует
2024.07.18 20:56:44,370 [175571738][1.47.0.1064] DEBUG - >>> Вызван метод SortingScsForm.OnBarcodeInputted...
2024.07.18 20:56:44,370 [175571738][1.47.0.1064] DEBUG - Параметры метода: 
2024.07.18 20:56:44,370 [175571738][1.47.0.1064] DEBUG - 	sender: InputField (label: 50020067:, text: 50020067)
2024.07.18 20:56:44,370 [175571738][1.47.0.1064] DEBUG - 	args: InputtedEventArgs (Text: 50020067, Source: Keyboard, BarcodeEventArgs: )
2024.07.18 20:56:44,377 [175571738][1.47.0.1064] DEBUG - >>> Вызван метод SortingScsService.SearchToteMarriedByValues...
2024.07.18 20:56:44,377 [175571738][1.47.0.1064] DEBUG - Параметры метода: 
2024.07.18 20:56:44,377 [175571738][1.47.0.1064] DEBUG - 	taskId: DAT-000077631
2024.07.18 20:56:44,377 [175571738][1.47.0.1064] DEBUG - 	wmsLocationId: 1
2024.07.18 20:56:44,378 [175571738][1.47.0.1064] DEBUG - 	orderId: 10705655
2024.07.18 20:56:44,378 [175571738][1.47.0.1064] DEBUG - 	subOrderId: 1
2024.07.18 20:56:44,378 [175571738][1.47.0.1064] DEBUG - 	taskType: 46
2024.07.18 20:56:44,378 [175571738][1.47.0.1064] DEBUG - 	boxNumber: не задано
2024.07.18 20:56:44,378 [175571738][1.47.0.1064] DEBUG - 	message: не задано
2024.07.18 20:56:44,464 [175571738][1.47.0.1064] DEBUG - <<< Метод SortingScsService.SearchToteMarriedByValues успешно завершен. Возвращаемое значение: 0
2024.07.18 20:56:44,473 [175571738][1.47.0.1064] DEBUG - >>> Вызван метод SortingScsService.OnBarcodeEnter...
2024.07.18 20:56:44,473 [175571738][1.47.0.1064] DEBUG - Параметры метода: 
2024.07.18 20:56:44,473 [175571738][1.47.0.1064] DEBUG - 	employeeId: 0000072400
2024.07.18 20:56:44,473 [175571738][1.47.0.1064] DEBUG - 	taskId: DAT-000077631
2024.07.18 20:56:44,474 [175571738][1.47.0.1064] DEBUG - 	qty: 2
2024.07.18 20:56:44,474 [175571738][1.47.0.1064] DEBUG - 	boxNumber: 50020067
2024.07.18 20:56:44,474 [175571738][1.47.0.1064] DEBUG - 	itemId: RAV000157
2024.07.18 20:56:44,474 [175571738][1.47.0.1064] DEBUG - 	wmsLocationId: 1
2024.07.18 20:56:44,474 [175571738][1.47.0.1064] DEBUG - 	orderId: 10705655
2024.07.18 20:56:44,475 [175571738][1.47.0.1064] DEBUG - 	subOrderId: 1
2024.07.18 20:56:44,475 [175571738][1.47.0.1064] DEBUG - 	expiryDate: 10/1/2025 12:00:00 AM
2024.07.18 20:56:44,475 [175571738][1.47.0.1064] DEBUG - 	eShopAssemblyPriority: False
2024.07.18 20:56:44,475 [175571738][1.47.0.1064] DEBUG - 	cargoPackageId: 399609970325
2024.07.18 20:56:44,475 [175571738][1.47.0.1064] DEBUG - 	message: не задано
2024.07.18 20:56:44,871 [175571738][1.47.0.1064] DEBUG - <<< Метод SortingScsService.OnBarcodeEnter успешно завершен. Возвращаемое значение: 0
2024.07.18 20:56:44,892 [175571738][1.47.0.1064] DEBUG - >>> Вызван метод SortingScsService.GetLinesQty...
2024.07.18 20:56:44,893 [175571738][1.47.0.1064] DEBUG - Параметры метода: 
2024.07.18 20:56:44,893 [175571738][1.47.0.1064] DEBUG - 	taskId: DAT-000077631
2024.07.18 20:56:44,893 [175571738][1.47.0.1064] DEBUG - 	qty: 0
2024.07.18 20:56:44,983 [175571738][1.47.0.1064] DEBUG - <<< Метод SortingScsService.GetLinesQty успешно завершен. Возвращаемое значение: 0
2024.07.18 20:56:44,989 [175571738][1.47.0.1064] DEBUG - >>> Вызван метод SortingScsService.GetUnfinishedLines...
2024.07.18 20:56:44,989 [175571738][1.47.0.1064] DEBUG - Параметры метода: 
2024.07.18 20:56:44,989 [175571738][1.47.0.1064] DEBUG - 	employeeId: 0000072400
2024.07.18 20:56:44,989 [175571738][1.47.0.1064] DEBUG - 	taskId: DAT-000077631
2024.07.18 20:56:44,990 [175571738][1.47.0.1064] DEBUG - 	lineCount: 0
2024.07.18 20:56:44,990 [175571738][1.47.0.1064] DEBUG - 	message: не задано
2024.07.18 20:56:45,070 [175571738][1.47.0.1064] DEBUG - <<< Метод SortingScsService.GetUnfinishedLines успешно завершен. Возвращаемое значение: -2
2024.07.18 20:56:45,077 [175571738][1.47.0.1064] DEBUG - <<< Метод SortingScsForm.OnBarcodeInputted успешно завершен. Возвращаемое значение: отсутствует
2024.07.18 20:57:05,012 [175571738][1.47.0.1064] DEBUG - >>> Вызван метод SortingScsForm.OnFinishButtonPressed...
2024.07.18 20:57:05,012 [175571738][1.47.0.1064] DEBUG - Параметры метода: 
2024.07.18 20:57:05,013 [175571738][1.47.0.1064] DEBUG - 	sender: PushingButton (name: _finishButton, text: Завершить)
2024.07.18 20:57:05,013 [175571738][1.47.0.1064] DEBUG - 	e: System.EventArgs
2024.07.18 20:57:05,018 [175571738][1.47.0.1064] INFO - Выведено сообщение с вопросом: Завершить?
2024.07.18 20:57:05,069 [175571738][1.47.0.1064] DEBUG - reader_ReadNotify
2024.07.18 20:57:05,074 [175571738][1.47.0.1064] DEBUG - reader_ReadNotify: Barcode='', Type='Unknown'
2024.07.18 20:57:05,078 [175571738][1.47.0.1064] DEBUG - reader_ReadNotify - выход
2024.07.18 20:57:06,534 [175571738][1.47.0.1064] INFO - Пользователь выбрал да
2024.07.18 20:57:06,540 [175571738][1.47.0.1064] DEBUG - >>> Вызван метод SortingScsService.GetUnfinishedLines...
2024.07.18 20:57:06,540 [175571738][1.47.0.1064] DEBUG - Параметры метода: 
2024.07.18 20:57:06,540 [175571738][1.47.0.1064] DEBUG - 	employeeId: 0000072400
2024.07.18 20:57:06,540 [175571738][1.47.0.1064] DEBUG - 	taskId: DAT-000077631
2024.07.18 20:57:06,540 [175571738][1.47.0.1064] DEBUG - 	lineCount: 0
2024.07.18 20:57:06,541 [175571738][1.47.0.1064] DEBUG - 	message: не задано
2024.07.18 20:57:06,646 [175571738][1.47.0.1064] DEBUG - <<< Метод SortingScsService.GetUnfinishedLines успешно завершен. Возвращаемое значение: -2
2024.07.18 20:57:06,674 [175571738][1.47.0.1064] DEBUG - >>> Вызван метод ScanTextForm.RenderControls...
2024.07.18 20:57:06,688 [175571738][1.47.0.1064] DEBUG - <<< Метод ScanTextForm.RenderControls успешно завершен. Возвращаемое значение: отсутствует
2024.07.18 20:57:22,220 [175571738][1.47.0.1064] DEBUG - >>> Вызван метод ScanTextForm.OnInputted...
2024.07.18 20:57:22,220 [175571738][1.47.0.1064] DEBUG - Параметры метода: 
2024.07.18 20:57:22,220 [175571738][1.47.0.1064] DEBUG - 	sender: InputField (label: Отсортировано не всё кол-во, для завершения задания обратитесь к старшему смены., text: 2920005301)
2024.07.18 20:57:22,220 [175571738][1.47.0.1064] DEBUG - 	e: InputtedEventArgs (Text: 2920005301, Source: Keyboard, BarcodeEventArgs: )
2024.07.18 20:57:22,228 [175571738][1.47.0.1064] DEBUG - <<< Метод ScanTextForm.OnInputted успешно завершен. Возвращаемое значение: отсутствует
2024.07.18 20:57:22,339 [175571738][1.47.0.1064] DEBUG - >>> Вызван метод CommonService.HasEmpoyeeSpecialRights...
2024.07.18 20:57:22,339 [175571738][1.47.0.1064] DEBUG - Параметры метода: 
2024.07.18 20:57:22,340 [175571738][1.47.0.1064] DEBUG - 	bossBarcode: 2920005301
2024.07.18 20:57:22,428 [175571738][1.47.0.1064] DEBUG - <<< Метод CommonService.HasEmpoyeeSpecialRights успешно завершен. Возвращаемое значение: True
2024.07.18 20:57:22,434 [175571738][1.47.0.1064] DEBUG - >>> Вызван метод SortingScsService.OnFinishButton...
2024.07.18 20:57:22,434 [175571738][1.47.0.1064] DEBUG - Параметры метода: 
2024.07.18 20:57:22,434 [175571738][1.47.0.1064] DEBUG - 	employeeId: 0000072400
2024.07.18 20:57:22,435 [175571738][1.47.0.1064] DEBUG - 	taskId: DAT-000077631
2024.07.18 20:57:22,435 [175571738][1.47.0.1064] DEBUG - 	taskType: 46
2024.07.18 20:57:22,435 [175571738][1.47.0.1064] DEBUG - 	message: не задано
2024.07.18 20:57:22,757 [175571738][1.47.0.1064] DEBUG - <<< Метод SortingScsService.OnFinishButton успешно завершен. Возвращаемое значение: 0
2024.07.18 20:57:22,763 [175571738][1.47.0.1064] DEBUG - <<< Метод SortingScsForm.OnFinishButtonPressed успешно завершен. Возвращаемое значение: отсутствует
2024.07.18 20:57:22,867 [175571738][1.47.0.1064] DEBUG - <<< Метод SortingScsSelectionForm.OnBarcodeInputted успешно завершен. Возвращаемое значение: отсутствует
